date,close,target_return,sentiment_score,dc_trend,dc_event,dc_drawdown,dc_T,dc_TMV,dc_R
2024-12-05,131.54345703125,0.002542910011470001,0.7640000025431315,1.0,0.0,-0.002536460021886542,1.0,-0.002536460021886542,-0.002536460021886542
2024-12-06,131.87796020507812,-0.00566972055435111,0.8153333028157552,1.0,0.0,0.0,2.0,0.0,0.002542910011469891
2024-12-09,131.1302490234375,-0.004051082693566244,0.7206666946411133,1.0,0.0,-0.0056697205543510786,3.0,-0.0056697205543510786,-0.0056697205543510786
2024-12-10,130.59902954101562,0.008135471947571027,0.7213333129882813,1.0,0.0,-0.0096978347411022,4.0,-0.0096978347411022,-0.00405108269356621
2024-12-11,131.66151428222656,-0.005006392137560711,0.7613333384195964,1.0,0.0,-0.0016412592560195512,5.0,-0.0016412592560195512,0.008135471947571065
2024-12-12,131.0023651123047,-0.0006758007312671621,0.7386666615804036,1.0,0.0,-0.006639434606145217,6.0,-0.006639434606145217,-0.005006392137560701
2024-12-13,130.91383361816406,0.004133074750025223,0.7459999720255535,1.0,0.0,-0.007310748402650359,7.0,-0.007310748402650359,-0.0006758007312671753
2024-12-16,131.4549102783203,-0.005044556437360792,0.6873333613077799,1.0,0.0,-0.0032078895222518193,8.0,-0.0032078895222518193,0.004133074750025322
2024-12-17,130.79177856445312,-0.030632369565902207,0.6086666742960611,1.0,0.0,-0.008236263579872805,9.0,-0.008236263579872805,-0.0050445564373608025
2024-12-18,126.78531646728516,-0.00101161360825186,-0.1746667226155598,-1.0,1.0,0.0,0.0,0.0,-0.03063236956590216
2024-12-19,126.65705871582033,0.012387904147135309,0.0606666564941406,-1.0,0.0,0.0,0.0,0.0,-0.0010116136082519013
2024-12-20,128.22607421875,0.0061566570959648015,0.4426666259765625,-1.0,0.0,0.012387904147135328,1.0,0.012387904147135328,0.012387904147135328
2024-12-23,129.01551818847656,0.011090622638646463,0.5479999542236328,-1.0,0.0,0.018620829321071612,2.0,0.018620829321071612,0.006156657095964692
