model,epoch,lr,train_loss,val_loss,val_f1,val_auc,fold_idx,setting
lstm,12,0.0003,0.49598613396412183,0.6959924898249038,0.6666666666666666,0.5863962492660012,3,with_fundamentals
lstm,1,0.0003,0.695626195198899,0.7390564524210417,0.43368828654404645,0.41482596062618593,4,with_fundamentals
lstm,2,0.0003,0.6507558432194072,0.7322509802304782,0.531063829787234,0.4240541982922201,4,with_fundamentals
lstm,3,0.0003,0.6316226552385803,0.7302473618434026,0.5741780272654371,0.4387452561669829,4,with_fundamentals
lstm,4,0.0003,0.6140638117396503,0.7277063608169556,0.6197836166924265,0.46009621086337754,4,with_fundamentals
lstm,5,0.0003,0.5951806007175271,0.7274642449158889,0.6418466120625466,0.479323559060721,4,with_fundamentals
lstm,6,0.0003,0.5838672058297953,0.7289683378659761,0.6495360456816559,0.4823514587286527,4,with_fundamentals
lstm,7,0.0003,0.5682585475641653,0.7329450185482319,0.6523297491039427,0.4900787179791271,4,with_fundamentals
lstm,8,0.0003,0.552530468385154,0.7372471772707425,0.6546242774566474,0.49482255099620487,4,with_fundamentals
lstm,9,0.0003,0.541146722189877,0.7425694575676551,0.6695156695156695,0.5019494188804554,4,with_fundamentals
lstm,10,0.0003,0.5244553292563202,0.7471033499791072,0.6700215672178289,0.506785904886148,4,with_fundamentals
lstm,11,0.0003,0.5124452640704059,0.7549454413927519,0.6652236652236653,0.5103400735294117,4,with_fundamentals
lstm,12,0.0003,0.5007325141801746,0.7629547284199641,0.6724386724386724,0.5146465844402277,4,with_fundamentals
lstm,1,0.0003,0.7644736221342375,0.7415210751386789,0.6326671261199173,0.4561142175335623,5,with_fundamentals
lstm,2,0.0003,0.7011600809867936,0.7453345317106981,0.648074369189907,0.4703098887987224,5,with_fundamentals
lstm,3,0.0003,0.6637005392951195,0.7495883767421428,0.6595602931379081,0.48508731949709305,5,with_fundamentals
lstm,4,0.0003,0.6438237275740113,0.7542348641615647,0.6639839034205232,0.49896802546401803,5,with_fundamentals
lstm,5,0.0003,0.6228714481748716,0.7586139229627756,0.6666666666666666,0.5168284106109956,5,with_fundamentals
lstm,6,0.0003,0.6071761030139345,0.7627525302080008,0.6666666666666666,0.5278188467823516,5,with_fundamentals
lstm,7,0.0003,0.5985033584363533,0.7668388770176814,0.6698240866035182,0.5388796869615484,5,with_fundamentals
lstm,8,0.0003,0.5881807857089573,0.7708719216860258,0.6707482993197279,0.5500109311485858,5,with_fundamentals
lstm,9,0.0003,0.5740000783795058,0.7752835374612075,0.6734972677595629,0.5533680906803622,5,with_fundamentals
lstm,10,0.0003,0.5617284119731248,0.783592385512132,0.6757679180887372,0.5581555632135353,5,with_fundamentals
lstm,11,0.0003,0.5470484656516952,0.7928999992517325,0.6707818930041153,0.5613830311519207,5,with_fundamentals
lstm,12,0.0003,0.5354036822463527,0.8038062535799466,0.6703296703296703,0.5620314891188752,5,with_fundamentals
lstm,1,0.0003,0.7595090193694897,0.717689849780156,0.5025641025641026,0.5459480361099958,6,with_fundamentals
lstm,2,0.0003,0.6927567062752971,0.6991721730965834,0.5354477611940298,0.5560203155906542,6,with_fundamentals
lstm,3,0.0003,0.6516444531719336,0.6855317996098444,0.5721739130434783,0.5735510641145762,6,with_fundamentals
lstm,4,0.0003,0.6391290825404478,0.6762582494662358,0.6041841004184101,0.591338360177873,6,with_fundamentals
lstm,5,0.0003,0.618559498063634,0.6673412689795861,0.6195562859490551,0.6131857999077917,6,with_fundamentals
lstm,6,0.0003,0.6000013079536095,0.6605928026712857,0.6260296540362438,0.6319360787638126,6,with_fundamentals
lstm,7,0.0003,0.5882087321763628,0.6551889529595009,0.6481178396072013,0.6456669492407681,6,with_fundamentals
lstm,8,0.0003,0.5754045982039376,0.6494256001252394,0.6578073089700996,0.6605578607653296,6,with_fundamentals
lstm,9,0.0003,0.5603683554724361,0.6460583393390362,0.6755629691409508,0.6665067892145926,6,with_fundamentals
lstm,10,0.0003,0.542109519845984,0.642670791882735,0.6801007556675063,0.6724482815032943,6,with_fundamentals
lstm,11,0.0003,0.5456612623139714,0.6388941544752854,0.6877076411960132,0.6805797230773807,6,with_fundamentals
lstm,12,0.0003,0.5215619290812632,0.6358315174396222,0.6957250628667225,0.6868669968321957,6,with_fundamentals
